Title,UniqueId,InsightParent,IsParent
Les clients souhaitent la mise en place de rendez-vous programmés en amont pour garantir des échanges plus approfondis.,1702252850842x708565475740272400,1702251715216x764075287805836300,non
Les clients sont mécontents lorsque les mails de satisfaction sont envoyés trop tôt le matin.,1702252862146x343164867298287200,1702252897315x988289162925002400,non
Le client suggère de communiquer les offres avant le forum pour une visibilité accrue.,1702252875132x778190529145816800,1702251715216x764075287805836300,non
Les clients apprécient les très bons échanges qu'ils ont avec Randstad.,1702252892190x583817853112760240,1702251795709x628710337044019200,non
Les clients sont satisfaits de la grande disponibilité de Randstad.,1702252893787x239718918725934300,1702252404706x893472195468355700,non
Les clients sont insatisfaits à cause du manque de communication proactive et de la réactivité insuffisante de l'entreprise.,1702252897315x988289162925002400,,oui
Les clients désirent que les intérimaires proposés soient intéressés par des engagements à long terme.,1702252911416x281319216300005340,1702253064012x416978110091254400,non
Le client suggère la création d'un questionnaire d'évaluation pour le personnel intérimaire.,1702252922627x728471754523206000,1702252257155x634012913116756000,non
Le client trouve que le système de facturation hebdomadaire est complexe et pénible à gérer.,1702252930458x215048348664471200,1702252963679x783964162467023500,non
Les clients expriment une très bonne impression du contact avec la personne en charge de leur dossier chez Randstad.,1702252935475x371972645349372160,1702251795709x628710337044019200,non
Le client suggère une amélioration dans la gestion des contrats et des processus de facturation.,1702252941961x168629495163554740,,non
Le client suggère l'organisation de nouveaux événements permettant les échanges entre pairs.,1702252949785x360925702250220350,,non
"Le client souhaite une formation aux métiers du BTP, incluant les aspects conventionnels et organisationnels.",1702252957811x554265936402334800,1702252990790x251380906923327260,non
Les clients demandent à recevoir des informations sur les actions menées pour le recrutement à un poste donné.,1702252962963x961640341537598200,1702252103696x231879594920525020,non
"Les clients de Randstad trouvent le suivi administratif, incluant la facturation hebdomadaire et la validation des missions, complexe et fastidieux.",1702252963679x783964162467023500,,oui
Les clients sont satisfaits de la qualité de l'intervention des consultants.,1702252968741x556363971017563840,1702251795709x628710337044019200,non
Les intérimaires interrompent les contrats sans respecter le délai de prévenance requis.,1702252979110x969041838846252900,,non
Le client était satisfait que le rendez-vous ait répondu à ses attentes.,1702252984827x772037409796326700,1702251787742x986195353747684200,non
"Les clients apprécient la pertinence, convivialité et le professionnalisme de l'entreprise.",1702252990756x167196041356292060,1702251795709x628710337044019200,non
"Le client recherche des services de formation, y compris la prise en charge des journées, pour améliorer les compétences dans le BTP.",1702252990790x251380906923327260,,oui
Les clients attendent une évaluation plus approfondie des compétences et attentes des candidats dès le début du processus de recrutement.,1702253005039x575434173378989200,1702251951781x190649374199281860,non
Le client demande à organiser une visite sur le lieu de travail et un entretien avec le travailleur actuel pour mieux évaluer l'adéquation des futurs talents.,1702253011485x927793231005979800,1702253045801x435654440223909950,non
Le client propose de prendre rendez-vous pour assurer une plus grande disponibilité.,1702253020433x504214271091198800,1702251715216x764075287805836300,non
Le client souhaite qu'un intérimaire soit embauché de manière permanente à temps plein.,1702253029900x394302313145468350,1702253064012x416978110091254400,non
L'équipe d'X est reconnue pour être au top et à l'écoute des entreprises.,1702253033964x646727541438205700,,non
Le client apprécie la qualité professionnelle de l’échange concernant les besoins et offres.,1702253040321x738644902353113900,1702251787742x986195353747684200,non
"Les clients désirent des méthodes d'évaluation améliorées, avec des essais pratiques et des vérifications préalables des compétences, pour assurer la qualité des talents.",1702253045801x435654440223909950,,oui
Le client souhaite avoir un choix plus large de profils dans le secteur de la restauration.,1702253050920x410798346148585800,,non
La qualité et l'excellence de la conseillère ont été fortement appréciées par le client.,1702253057235x972323045654059500,1702251795709x628710337044019200,non
Le client exprime le désir d'embaucher des intérimaires sur des positions permanentes à temps plein et souhaite que les profils proposés s'intéressent à des engagements à long terme.,1702253064012x416978110091254400,,oui
Le client souhaite une meilleure communication concernant le recrutement en CDI pour les cadres.,1702253072552x734187803081926700,1702251715216x764075287805836300,non
Le client apprécie la connaissance approfondie de ses attentes par l'entreprise.,1702253095019x790718705824786400,1702252404706x893472195468355700,non
Les responsables ou commerciaux sont perçus comme très efficaces.,1702253099936x782126930539299700,1702251795709x628710337044019200,non
Le client a vécu une première interaction positive en faisant connaissance avec l'organisation.,1702253104288x985773464643187500,1702251787742x986195353747684200,non
Les clients éprouvent des difficultés lorsque les intérimaires ne se présentent pas pour prendre leur poste.,1702253113744x830943048947006000,1702253148297x338538896948932030,non
Les clients sont insatisfaits en raison de l'absence de communication et de retours après avoir fait une demande de service.,1702253119557x884703456070247200,1702252897315x988289162925002400,non
Les clients trouvent le site internet de Randstad peu ergonomique et pensent qu'il nécessite des améliorations.,1702253124581x689223685639276500,1702252436805x399850286662872800,non
Les clients expriment des retards dans la gestion des contrats et les paiements des salaires des intérimaires.,1702253134638x622610631457058300,,non
"Les clients expriment des difficultés opérationnelles et de la frustration en raison de l'absence ou du manque de professionnalisme des intérimaires, incluant des problèmes de présentation, d'hygiène et de non-présentation.",1702253148297x338538896948932030,,oui
Le client suggère de prendre contact avec les entreprises pour programmer des rendez-vous.,1702253150264x560155280831053500,1702252103696x231879594920525020,non
Les clients sont insatisfaits car leurs demandes ne sont pas respectées.,1702253159144x675636267585675300,1702252897315x988289162925002400,non
Les clients sont préoccupés par des problèmes de confidentialité.,1702253160984x364528097473830500,,non
Les clients apprécient la réactivité de Randstad face à leurs demandes.,1702253169024x496224258132672100,1702252404706x893472195468355700,non
Les intérimaires nécessitent une formation ou des instructions supplémentaires pour correctement remplir les feuilles d'heure.,1702253177148x165969447681494800,1702251592643x358642939349547600,non
Les clients apprécient l'accueil professionnel répondant à leurs attentes.,1702253183062x344019898629839740,1702251795709x628710337044019200,non
Les clients expriment des difficultés dues à l'absence de coordonnées fournies pour les candidats.,1702253197229x212708140409488400,1702251684358x144572203376458500,non
Les clients éprouvent un désagrément lorsque les visites attendues de la part des collaborateurs de l'entreprise n'ont pas lieu.,1702253209777x569864860062036400,1702252897315x988289162925002400,non
Le client exprime sa satisfaction envers l'efficacité de l'agence de Sète.,1702253219819x952217253247805400,1702251795709x628710337044019200,non
Les clients signalent que les intérimaires ne complètent pas leur mission dans son intégralité.,1702253226848x980379789584726800,1702251592643x358642939349547600,non
Les clients expriment un point de douleur lié à l'incapacité de l'agence à fournir des intérimaires disponibles pour des missions.,1702253234549x415852444408164800,1702251684945x253736720701761120,non
Les clients souhaitent recevoir moins d'emails pour accéder au portail Randstad.,1702253240281x679460934993962900,1702252436805x399850286662872800,non
Les clients apprécient l'agrément et le professionnalisme des intérimaires fournis par Randstad.,1702253248647x848675511660246300,1702253283331x533219579614774300,non
Le client suggère d'évaluer le niveau des intérimaires à travers un test de compétences avant leur embauche.,1702253263430x679913981053907700,1702252257155x634012913116756000,non
Les clients sont frustrés par la nécessité de prendre rendez-vous pour recevoir un service.,1702253271098x292178339926623360,1702252049041x107571055471345820,non
Le client exprime le besoin de rencontrer les candidats en personne plutôt qu'en visioconférence.,1702253281528x491974015062486300,1702251715216x764075287805836300,non
Les clients valorisent fortement le professionnalisme et la personnalité positive des talents mis à disposition par Randstad.,1702253283331x533219579614774300,,oui
Les clients éprouvent une frustration due à l'absence de nouvelles ou de suivi sur plusieurs jours.,1702253289963x856723409360193700,1702251684358x144572203376458500,non
Les clients apprécient la compétence des effectifs fournis par Randstad.,1702253294525x760475590165255600,1702252382471x620600853533459700,non
Les clients suggèrent la mise en place d'un service disponible 24 heures sur 24 chez Randstad.,1702253303514x762789648575516300,1702252540582x933000455127282800,non
Les clients sont satisfaits de la réactivité de l'entreprise face à leurs demandes.,1702253311110x373751449470294900,1702252404706x893472195468355700,non
Le client souhaite recevoir plus de candidatures spontanées.,1702253332490x357599541840925000,,non
Le client suggère que la communication se fasse par appel téléphonique plutôt que par email.,1702253337928x833785507985087500,1702252540582x933000455127282800,non
Les clients sont contrariés par la nécessité de prendre rendez-vous pour recevoir un service.,1702253349464x608936029397317900,1702252049041x107571055471345820,non
Le client demande que la liste des intérimaires soit fournie plus tôt.,1702253358261x847930508767236200,1702252103696x231879594920525020,non
Les clients apprécient la présence attentive de Randstad sans qu'elle soit envahissante.,1702253363419x604567426003208800,1702252404706x893472195468355700,non
Le client suggère de mettre en place des vérifications des compétences des candidats avant de les proposer pour des missions.,1702253379473x738957929566637000,1702253045801x435654440223909950,non
La satisfaction à l'égard du travail réalisé par l'intérimaire est un point positif.,1702253388699x463729685416180540,1702253422005x491118154420332700,non
Les clients sont satisfaits du travail effectué par les intérimaires.,1702253392623x897873369552963100,1702253422005x491118154420332700,non
Le client valorise la préparation du rendez-vous et la pertinence des conseils reçus.,1702253403285x764093030865201400,1702251787742x986195353747684200,non
Le client souhaite que les rendez-vous soient planifiés à l'avance avant toute visite.,1702253415952x389304087730871740,1702253449690x342285172891097860,non
Les clients reconnaissent et valorisent l'efficacité et la qualité du travail fourni par les intérimaires de Randstad.,1702253422005x491118154420332700,,oui
Les clients apprécient la réactivité de l'entreprise en réponse à leurs demandes.,1702253426969x958780167048609200,,non
Le client souligne un besoin d'amélioration dans le processus de sélection avec un criblage plus rigoureux des candidats proposés.,1702253434104x414180915996104960,1702251951781x190649374199281860,non
Le client apprécie le professionnalisme et l'écoute active de l'entreprise.,1702253441906x680913440994313200,1702251795709x628710337044019200,non
"Les clients valorisent le professionnalisme et souhaitent des services RH modulaires et planifiés, y compris un système de prise de rendez-vous.",1702253449690x342285172891097860,,oui
Le client souhaite se voir présenter un plus grand nombre de profils de candidats.,1702253451246x876133822474329300,1702252266394x212466413272064600,non
Le client suggère d'avoir un interlocuteur unique par entreprise pour simplifier la communication.,1702253456385x608511083378535400,1702252540582x933000455127282800,non
Les clients apprécient la réactivité et l'écoute de Randstad.,1702253480974x736519295283039500,1702252404706x893472195468355700,non
Les clients expriment le besoin de recevoir des CV qui correspondent aux profils recherchés.,1702253502656x403923288026260000,1702251951781x190649374199281860,non
Les clients apprécient que leurs demandes soient bien prises en compte.,1702253515428x362795550127054800,1702252404706x893472195468355700,non
Les clients ressentent un manque de connaissance du domaine d'activité lors de la mise à disposition des intérimaires.,1702253527623x509520306049767040,1702253561513x883729916898281400,non
Les clients apprécient la réactivité et l'efficacité du personnel proposé par Randstad.,1702253544371x995374000024076500,1702251983127x971940715578695000,non
Le client exprime le besoin d'intérimaires avec une connaissance spécifique du métier concerné.,1702253552900x384480206475967800,1702253561513x883729916898281400,non
Les clients ressentent de la frustration en raison de l'absence de retour suite à leur demande.,1702253561288x509299972922338400,1702251684358x144572203376458500,non
Les clients souhaitent que les intérimaires possèdent une expertise préalable dans leur domaine d'activité spécifique.,1702253561513x883729916898281400,,oui
Le client a apprécié la personnalité agréable et le volontarisme de l'intérimaire.,1702253581267x479658032340785300,1702253283331x533219579614774300,non
Les clients sont satisfaits des visites dans le cadre des démarches commerciales.,1702253593957x374469967859269760,1702251787742x986195353747684200,non
Les clients apprécient la qualité actuelle des services offerts par l'entreprise.,1702253605920x624203602679551900,1702251795709x628710337044019200,non
Le client a apprécié le contact avec une personne spécifique mentionnée par son initiale.,1702253627681x116322656623690560,1702251795709x628710337044019200,non
Les clients demandent à ne pas avoir de frais pour la mutuelle.,1702253633228x838405134947320000,1702253667582x240092666822965250,non
Les clients apprécient l'efficacité du service.,1702253645219x974694596042075300,1702253422005x491118154420332700,non
Les clients expriment leur frustration face à l'incapacité de trouver des candidats correspondant à leurs besoins.,1702253651319x259532753369519740,1702251951781x190649374199281860,non
Le client exprime un besoin de communication accrue.,1702253659909x883537218691068500,1702252897315x988289162925002400,non
"Les clients estiment que les services de Randstad, y compris les frais de mutuelle, sont perçus comme trop chers comparativement à la concurrence.",1702253667582x240092666822965250,,oui
Les clients expriment un problème d'absence de propositions d'offres et de suivi avec des rappels.,1702253670160x130124178292349460,1702251684945x253736720701761120,non
Les clients apprécient la réactivité de l'agence.,1702253679809x281112210522702180,1702252404706x893472195468355700,non
Les clients souhaitent une simplification de l'accès au site de Randstad.,1702253690537x610291046123659900,1702252438992x169278491846565080,non
Les clients apprécient les rendez-vous organisés.,1702253696642x287185260702667700,1702251795709x628710337044019200,non
Les clients sont très satisfaits de l'accueil et du suivi proposés par l'entreprise.,1702253707730x533790473331822600,1702252404706x893472195468355700,non
Le client suggère que les tenues fournies aux intérimaires soient neuves.,1702253720866x896738644485770800,,non
Les clients expriment le besoin d'être prévenus avant la venue des consultants de Randstad.,1702253736475x947335746997146600,1702252049041x107571055471345820,non
"Le client indique ne pas avoir reçu de visite, suggérant potentiellement un manque de suivi ou d'interaction personnalisée attendue dans le service.",1702253744887x989882394299548500,1702252049041x107571055471345820,non
Les clients expriment une satisfaction constante et élevée avec les services fournis.,1702253751911x960220857563176500,1702252382471x620600853533459700,non
Les clients expriment une grande satisfaction vis-à-vis de l'accompagnement offert par Randstad.,1702253764054x185781095497191900,1702252404706x893472195468355700,non
Il existe un besoin d'améliorer la précision du ciblage des profils proposés aux clients.,1702253782042x351517529949694400,1702251951781x190649374199281860,non
Les clients considèrent que les services sont parfaits.,1702253793732x425931161178756160,1702251795709x628710337044019200,non
Le client exprime le besoin d'un processus de prise de rendez-vous structuré.,1702253817827x736417962461429100,1702252049041x107571055471345820,non
Le client suggère la mise en place d'un système de prise de rendez-vous préalable.,1702253826808x339327706372045440,1702253449690x342285172891097860,non
Le client demande une augmentation de la réactivité de la part de l'entreprise.,1702253831703x328452354396274750,1702252897315x988289162925002400,non
Il est suggéré de mettre en place un service disponible 24 heures sur 24.,1702253836360x586350668518918100,1702252540582x933000455127282800,non
Les clients sont très satisfaits de la qualité des intérimaires proposés par Randstad.,1702253859330x994240862094213600,1702252382471x620600853533459700,non
"Le client a exprimé une satisfaction générale en déclarant que son expérience s'est ""très bien passée"".",1702253866834x528765226792012700,1702251795709x628710337044019200,non
Le client apprécie le professionnalisme de l'entreprise.,1702253898458x866499816470627200,1702252382471x620600853533459700,non
